Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
2/13/2016,2016,NonHoliday,Easter,Super-Valu Garlic,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Dallas,Texas,Southwest,Ripe Warehouse,购买,Debit,73,-9,3179,1221,2039.1
2/13/2016,2016,NonHoliday,Easter,Mother's Choice Wheechair,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Credit,-32,-33,1668,1374,370.9
2/13/2016,2016,NonHoliday,Easter,BestPrice Adapters,Misc,Photography,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,San Francisco,California,West,Ripe Warehouse,购买,Credit,11,-54,574,304,572.6
2/13/2016,2016,NonHoliday,Easter,Pam's Club Stuffed Animal,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Waukesha,Wisconsin,Midwest,Ripe Warehouse,购买,Check,-46,91,3330,750,3362.1
2/13/2016,2016,NonHoliday,Easter,EasyFind Dish Soap,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Seattle,Washington,West,Ripe Warehouse,购买,Credit,91,-13,456,133,430.9
2/13/2016,2016,NonHoliday,Easter,Pam's Club Telephoto Lens,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Fallon,Nevada,West,Ripe Warehouse,购买,Cash,-21,-13,1860,380,1475.9
2/13/2016,2016,NonHoliday,Easter,SimpleBuy Birth Control,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Beloit,Kansas,Midwest,Ripe Warehouse,购买,Credit,78,53,1256,1192,422.9
2/13/2016,2016,NonHoliday,Easter,TopQuality Frozen Juice,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,公司,0,North Las Vegas,Nevada,West,Ripe Warehouse,购买,Credit,-48,-70,308,27,723
2/13/2016,2016,NonHoliday,Easter,EasyFind Frozen French Fries,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Deltona,Florida,South,Ripe Warehouse,购买,Credit,-93,-8,782,540,155.4
2/13/2016,2016,NonHoliday,Easter,SimpleBuy Tuna,Food,Seafood,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Cash,40,-87,10101,5838,5059.9
2/13/2016,2016,NonHoliday,Easter,JoyDeal Canned Tomatoes,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Knoxville,Georgia,South,Ripe Warehouse,购买,Debit,-61,-32,3516,3156,401.4
2/13/2016,2016,NonHoliday,Easter,Pam's Club Whole Milk,Food,Dairy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Austin,Nevada,West,Ripe Warehouse,购买,Credit,84,-50,2768,48,3054
2/13/2016,2016,NonHoliday,Easter,DealZone Catfish,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Farnham,Virginia,East,Ripe Warehouse,购买,Cash,-88,20,4323,2332,1943
2/13/2016,2016,NonHoliday,Easter,ValueMart Watermelon,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Arthur City,Texas,Southwest,Ripe Warehouse,购买,Check,-94,96,1764,1182,1409.6
2/13/2016,2016,NonHoliday,Easter,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Tustin,California,West,Ripe Warehouse,购买,Debit,-18,-9,1608,736,862.1
2/13/2016,2016,NonHoliday,Easter,TopQuality Canned Tuna,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Kirkland,Washington,West,Ripe Warehouse,购买,Credit,-11,44,4940,2750,2372.6
2/13/2016,2016,NonHoliday,Easter,Mother's Choice French Bread,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Dubuque,Iowa,Midwest,Ripe Warehouse,购买,Debit,-51,-30,4771,897,3913
2/13/2016,2016,NonHoliday,Easter,SanTop Box Of Candy,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Antimony,Utah,Southwest,Ripe Warehouse,购买,Debit,-22,-57,287,62,527.9
2/13/2016,2016,NonHoliday,Easter,Super-Valu Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Olathe,Kansas,Midwest,Ripe Warehouse,购买,Check,-75,99,7854,4004,4755.1
2/13/2016,2016,NonHoliday,Easter,EasyFind Thermometer,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,公司,0,Rochester,New York,East,Ripe Warehouse,购买,Debit,-25,-57,1256,620,935.9
2/13/2016,2016,NonHoliday,Easter,SanTop Canned Corn,Food,Canned Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Grimms Landing,West Virginia,South,Ripe Warehouse,购买,Credit,-43,-64,5768,1736,4398.6
2/13/2016,2016,NonHoliday,Easter,BestPrice Cantaloupe,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Alexandria,Indiana,Midwest,Ripe Warehouse,购买,Check,-44,75,2970,1221,2267.5
2/13/2016,2016,NonHoliday,Easter,BestPrice Feather Duster,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Canton,Ohio,Midwest,Ripe Warehouse,购买,Debit,39,-51,3024,840,2483.1
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Bracelet,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Alburnett,Iowa,Midwest,Ripe Warehouse,购买,Cash,51,2,870,700,221.4
2/14/2016,2016,NonHoliday,Easter,ValueMart Telephoto Lens,Misc,Photography,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Pasadena,Texas,Southwest,Ripe Warehouse,购买,Credit,-93,67,2366,1022,1699.9
2/14/2016,2016,NonHoliday,Easter,JoyDeal Frozen Onion Rings,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Arcadia,Nebraska,Midwest,Ripe Warehouse,购买,Cash,-44,45,4004,924,3238.5
2/14/2016,2016,NonHoliday,Easter,Pam's Club Catfish,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Allentown,Pennsylvania,East,Ripe Warehouse,购买,Credit,12,-88,378,300,864.4
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Hard Cider,Non-food,Liquor,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Portland,Oregon,West,Ripe Warehouse,购买,Cash,6,88,6958,3906,3832.4
2/14/2016,2016,NonHoliday,Easter,Super-Valu Squash,Food,Produce,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Beggs,Oklahoma,Southwest,Ripe Warehouse,Return,Credit,-2,55,-4060,-2436,-1323.5
2/14/2016,2016,NonHoliday,Easter,Pam's Club Sling,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,Agate,North Dakota,Midwest,Ripe Warehouse,购买,Credit,66,-30,5252,3497,1911
2/14/2016,2016,NonHoliday,Easter,Super-Valu Chicken Nuggets,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Batesburg,South Carolina,South,Ripe Warehouse,购买,Credit,-85,53,1020,940,275.9
2/14/2016,2016,NonHoliday,Easter,BestPrice Ale,Non-food,Liquor,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Portland,Oregon,West,Ripe Warehouse,购买,Other,91,-61,2780,700,2543.1
2/14/2016,2016,NonHoliday,Easter,BestPrice Cantaloupe,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Baltimore,Maryland,East,Ripe Warehouse,购买,Credit,26,22,270,111,233.4
2/14/2016,2016,NonHoliday,Easter,ValueMart Frozen French Fries,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Union City,California,West,Ripe Warehouse,购买,Debit,-56,-33,2215,1040,1227.9
2/14/2016,2016,NonHoliday,Easter,BestPrice Feather Duster,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Flomot,Texas,Southwest,Ripe Warehouse,购买,Cash,-57,28,648,180,489.4
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Photo Albums,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Dallas,Texas,Southwest,Ripe Warehouse,购买,Credit,100,-55,5130,2430,3102.5
2/14/2016,2016,NonHoliday,Easter,Pam's Club Antibiotics,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Conroe,Texas,Southwest,Ripe Warehouse,购买,Debit,36,-76,6365,4940,2038.6
2/14/2016,2016,NonHoliday,Easter,Mother's Choice Blood Pressure Medicine,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,San Luis Obispo,California,West,Ripe Warehouse,购买,Credit,33,-91,540,24,1377.1
2/14/2016,2016,NonHoliday,Easter,Mother's Choice Whole Milk,Food,Dairy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Deerfield,Kansas,Midwest,Ripe Warehouse,购买,Credit,-35,55,1416,780,903.5
2/14/2016,2016,NonHoliday,Easter,DealZone Squash,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Clinton,Illinois,Midwest,Ripe Warehouse,购买,Credit,15,-67,9384,4862,4985.9
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Cholesterol Reducer,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Pleasanton,California,West,Ripe Warehouse,购买,Check,-77,40,6930,3122,3891
2/14/2016,2016,NonHoliday,Easter,Super-Valu Rash Ointment,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,Bakersfield,California,West,Ripe Warehouse,购买,Debit,43,-66,648,288,838.6
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Hard Cider,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Hoover,Alabama,South,Ripe Warehouse,购买,Debit,-60,-67,7952,4464,3876.9
2/14/2016,2016,NonHoliday,Easter,Mother's Choice English Muffins,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Emelle,Alabama,South,Ripe Warehouse,购买,Credit,-33,-8,1377,423,927.4
2/14/2016,2016,NonHoliday,Easter,BestPrice Adapters,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Vacaville,California,West,Ripe Warehouse,购买,Credit,-68,94,2009,1064,1760.6
2/14/2016,2016,NonHoliday,Easter,ValueMart Analog Camera,Misc,Photography,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Chicago,Illinois,Midwest,Ripe Warehouse,购买,Credit,-86,-59,4392,1056,3598.1
2/14/2016,2016,NonHoliday,Easter,Mother's Choice Rubber Gloves,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Cyrus,Minnesota,Midwest,Ripe Warehouse,购买,Debit,35,-3,1722,879,878.9
2/14/2016,2016,NonHoliday,Easter,Pam's Club Kidney Beans,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,San Jose,California,West,Ripe Warehouse,购买,Cash,-6,78,2142,972,1772.4
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Nicotine Patches,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Bovina,Texas,Southwest,Ripe Warehouse,购买,Cash,-37,51,6912,2430,4705.1
2/14/2016,2016,NonHoliday,Easter,Mother's Choice Rubber Gloves,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Vancouver,Washington,West,Ripe Warehouse,购买,Credit,-52,-27,9184,4688,4516.9
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Onions,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Rio Rancho,New Mexico,Southwest,Ripe Warehouse,购买,Credit,-99,49,3228,1644,1725.1
2/14/2016,2016,NonHoliday,Easter,VidaSource Cold Remedy,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Naples,Texas,Southwest,Ripe Warehouse,购买,Credit,-100,-38,5096,2254,2886.4
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Onions,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Spokane Valley,Washington,West,Ripe Warehouse,购买,Debit,-86,-47,4842,2466,2510.9
2/14/2016,2016,NonHoliday,Easter,Super-Valu Camera Case,Misc,Photography,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Crawfordville,Florida,South,Ripe Warehouse,购买,Credit,-5,-2,4147,2552,1590.4
2/14/2016,2016,NonHoliday,Easter,Super-Valu Birthday Cards,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,San Marcos,California,West,Ripe Warehouse,购买,Cash,-20,50,836,276,790
2/14/2016,2016,NonHoliday,Easter,JoyDeal Cinnamon Buns,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,公司,0,Rochester,New York,East,Ripe Warehouse,购买,Cash,-13,76,508,213,859.6
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Canned Olives,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Boston,Massachusetts,East,Ripe Warehouse,购买,Credit,-19,26,395,206,237.6
2/14/2016,2016,NonHoliday,Easter,DealZone Frozen Chicken Patties,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Sioux City,Iowa,Midwest,Ripe Warehouse,购买,Credit,55,-73,98,15,670.9
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Dish Soap,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Gadsden,Alabama,South,Ripe Warehouse,购买,Credit,13,-9,3568,1840,1749.1
2/14/2016,2016,NonHoliday,Easter,JoyDeal Beard Trimmer,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Benton,Mississippi,South,Ripe Warehouse,Return,Debit,-36,-8,-2585,-2222,-392.6
2/14/2016,2016,NonHoliday,Easter,Super-Valu Squash,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Palatine,Illinois,Midwest,Ripe Warehouse,购买,Credit,-31,-81,1740,1044,1321.1
2/14/2016,2016,NonHoliday,Easter,Super-Valu Analog Camera,Misc,Photography,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Lakota,Iowa,Midwest,Ripe Warehouse,购买,Cash,46,78,3000,660,2994.4
2/14/2016,2016,NonHoliday,Easter,EasyFind Canned Chicken Broth,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,San Diego,California,West,Ripe Warehouse,购买,Credit,-76,-70,8910,4068,5256
2/14/2016,2016,NonHoliday,Easter,SanTop Air Freshener,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Durhamville,New York,East,Ripe Warehouse,购买,Credit,-83,-65,5904,2656,3587.5
2/14/2016,2016,NonHoliday,Easter,SimpleBuy Canned Olives,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Bowman,South Carolina,South,Ripe Warehouse,购买,Credit,32,19,230,80,218.1
2/14/2016,2016,NonHoliday,Easter,Pam's Club White Bread,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Crandall,Texas,Southwest,Ripe Warehouse,购买,Credit,-76,-78,1632,741,1423.4
2/14/2016,2016,NonHoliday,Easter,Pam's Club Tuna,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Floresville,Texas,Southwest,Ripe Warehouse,购买,Credit,-66,-20,951,726,199
2/14/2016,2016,NonHoliday,Easter,Super-Valu Chicken Nuggets,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Los Angeles,California,West,Ripe Warehouse,Return,Credit,40,36,-1785,-1645,29.6
2/14/2016,2016,NonHoliday,Easter,Super-Valu Squash,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Athens,Tennessee,South,Ripe Warehouse,Return,Check,65,-22,-2030,-1218,-698.6
2/14/2016,2016,NonHoliday,Easter,Super-Valu Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Kokomo,Indiana,Midwest,Ripe Warehouse,购买,Credit,-61,10,7854,4004,3799
2/14/2016,2016,NonHoliday,Easter,Super-Valu Antibiotics,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Coosawatchie,South Carolina,South,Ripe Warehouse,购买,Cash,57,8,6848,3104,3807.4
2/14/2016,2016,NonHoliday,Easter,Super-Valu Rash Ointment,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,San Bernardino,California,West,Ripe Warehouse,购买,Cash,-66,72,504,224,732.4
2/14/2016,2016,NonHoliday,Easter,Super-Valu Analog Camera,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Las Vegas,Nevada,West,Ripe Warehouse,购买,Check,65,-85,3250,715,3322.5
2/14/2016,2016,NonHoliday,Easter,Super-Valu Garlic,Food,Produce,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Dugway,Utah,Southwest,Ripe Warehouse,购买,Debit,96,34,2890,1110,1991.6
2/14/2016,2016,NonHoliday,Easter,TopQuality Frozen Juice,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Seattle,Washington,West,Ripe Warehouse,购买,Credit,67,-9,1232,108,1199.1
2/14/2016,2016,NonHoliday,Easter,Super-Valu Butter,Food,Dairy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Arlington,Texas,Southwest,Ripe Warehouse,购买,Cash,-70,-82,2736,266,3072.4
2/14/2016,2016,NonHoliday,Easter,Pam's Club Telephoto Lens,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,San Bernardino,California,West,Ripe Warehouse,购买,Credit,-21,11,2790,570,2211.1
2/14/2016,2016,NonHoliday,Easter,Pam's Club Tuna,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Covington,Virginia,East,Ripe Warehouse,购买,Credit,-42,57,4755,3630,1407.9
2/14/2016,2016,NonHoliday,Easter,JoyDeal Red Wine,Non-food,Liquor,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Chillicothe,Missouri,Midwest,Ripe Warehouse,购买,Credit,81,-71,5915,3718,2782.1
2/14/2016,2016,NonHoliday,Easter,DealZone Sausage,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Allyn,Washington,West,Ripe Warehouse,购买,Credit,70,-15,2002,266,1828.5
2/14/2016,2016,NonHoliday,Easter,JoyDeal Ground Beef,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Falls Church,Virginia,East,Ripe Warehouse,购买,Debit,-51,-39,1020,411,710.1
2/14/2016,2016,NonHoliday,Easter,Mother's Choice French Bread,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Tulsa,Oklahoma,Southwest,Ripe Warehouse,购买,Other,-86,35,6606,1242,5400.5
2/14/2016,2016,NonHoliday,Easter,SanTop Rotisserie Chicken,Food,Meat,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,High Point,North Carolina,South,Ripe Warehouse,购买,Credit,16,-49,696,616,336.1
2/14/2016,2016,NonHoliday,Easter,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Durhamville,New York,East,Ripe Warehouse,购买,Credit,-100,-74,2788,1496,1739.6
2/14/2016,2016,NonHoliday,Easter,TopQuality Canned Tuna,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Rio Rancho,New Mexico,Southwest,Ripe Warehouse,Return,Credit,14,72,-4446,-2475,-1438.6
2/14/2016,2016,NonHoliday,Easter,EasyFind Box Of Candy,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Brocton,Illinois,Midwest,Ripe Warehouse,购买,Credit,-30,-81,685,565,746.1
